user_id,age,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_minutes,study_work_hours,productivity_score,stress_level,platform
7863,18,11.89,1.88,8.67,57,8.26,64.18,Low,Snapchat
7864,39,10.01,3.14,6.54,27,4.13,59.61,Low,YouTube
7865,32,1.49,1.44,6.14,71,4.53,24.93,Low,YouTube
7866,41,4.53,4.56,3.43,74,9.44,66.5,Medium,LinkedIn
7867,19,7.29,2.69,3.9,52,6.6,83.19,High,Instagram
7868,27,8.94,5.67,8.1,15,3.86,69.03,High,Snapchat
7869,16,7.05,0.5,8.94,25,1.74,73.06,Low,YouTube
7870,36,9.65,0.95,5.49,64,4.91,31.45,Medium,Twitter
7871,34,4.11,3.74,7.86,56,8.64,53.39,High,YouTube
7872,36,3.02,7.69,6.77,30,3.26,5.23,High,LinkedIn
7873,33,1.59,7.18,8.75,26,8.74,36.55,Medium,Instagram
7874,18,7.31,7.96,4.43,111,2.45,81.76,Medium,Instagram
7875,47,8.57,3.63,6.27,107,2.17,79.22,Low,YouTube
7876,25,4.59,0.85,5.45,48,6.45,94.14,Medium,Twitter
7877,30,7.75,2.79,6.25,8,8.24,96.91,Low,Instagram
7878,20,1.57,5.57,4.61,25,8.02,97.29,Medium,Instagram
7879,19,2.09,1.51,5.99,5,5.89,16.58,Medium,Snapchat
7880,43,8.72,2.75,6.75,6,6.75,12.94,High,LinkedIn
7881,19,5.05,0.92,3.49,12,3.32,87.63,Medium,Snapchat
7882,30,8.38,4.06,7.46,48,5.96,38.93,Low,LinkedIn
7883,32,10.15,2.07,7.24,9,2.87,36.36,Medium,Instagram
7884,18,10.38,1.18,8.28,42,9.36,53.83,Low,Twitter
7885,25,2.89,3.58,5.56,109,7.1,45.69,High,Twitter
7886,38,6.35,3.13,3.37,48,6.08,23.08,High,Instagram
7887,33,9.07,4.53,5.77,94,3.22,84.62,Low,LinkedIn
7888,16,9.51,6.12,3.83,111,4.68,91.02,Low,Snapchat
7889,46,9.63,1.34,6.88,100,8.02,75.0,High,Snapchat
7890,16,3.51,6.43,3.28,17,3.15,5.76,Medium,Snapchat
7891,18,3.12,0.7,5.24,10,2.16,12.67,Medium,LinkedIn
7892,18,7.49,3.82,3.5,9,3.77,35.26,Medium,Instagram
7893,34,9.15,4.91,3.02,27,8.15,56.11,Medium,Twitter
7894,44,4.51,7.68,8.76,84,8.95,61.34,Medium,Snapchat
7895,40,2.15,4.8,8.98,52,4.73,10.9,Low,LinkedIn
7896,48,8.88,1.69,6.33,53,8.03,96.06,Low,LinkedIn
7897,44,4.3,4.38,4.43,24,3.99,53.43,Medium,Snapchat
7898,41,2.83,3.47,8.47,5,5.58,43.74,High,Instagram
7899,19,2.62,4.1,8.54,105,1.18,19.92,High,Twitter
7900,29,4.46,1.98,8.13,10,7.41,95.13,Medium,Twitter
7901,42,7.52,4.26,6.27,32,7.47,45.29,Medium,LinkedIn
7902,48,4.94,1.63,3.45,68,1.9,12.66,Low,Instagram
7903,37,1.23,6.08,3.53,97,4.23,61.82,High,YouTube
7904,18,2.07,4.95,8.38,95,5.35,35.67,Medium,Twitter
7905,38,4.2,1.09,8.25,106,7.97,80.99,Low,YouTube
7906,36,8.26,7.17,5.61,45,8.41,55.0,Low,LinkedIn
7907,38,2.08,5.12,4.97,87,7.47,11.46,Medium,Twitter
7908,19,7.17,2.87,6.86,76,2.94,75.31,Medium,Instagram
7909,36,2.32,0.84,7.84,54,4.21,31.16,Low,YouTube
7910,46,3.33,5.24,7.39,106,3.23,41.42,Low,Snapchat
7911,36,2.89,3.3,6.69,69,6.73,77.79,Low,YouTube
7912,41,1.74,7.31,4.39,97,6.83,11.54,Medium,LinkedIn
7913,39,8.38,0.76,4.58,50,1.15,97.8,Low,LinkedIn
7914,26,6.1,0.79,7.34,24,7.59,70.51,Low,LinkedIn
7915,44,10.14,7.62,7.82,104,3.07,20.07,High,Instagram
7916,18,2.09,7.74,3.7,22,8.21,6.75,Medium,Instagram
7917,16,2.59,0.71,4.12,49,8.5,54.91,Low,LinkedIn
7918,34,4.37,5.87,7.08,45,8.17,38.55,Medium,Twitter
7919,37,9.42,2.16,5.33,76,4.67,3.92,High,Snapchat
7920,29,4.36,5.76,6.38,91,4.13,61.31,Low,Instagram
7921,29,5.49,7.02,6.69,107,4.92,31.57,Medium,Twitter
7922,31,4.32,1.26,7.66,43,5.75,32.88,High,YouTube
7923,48,1.88,2.29,7.83,12,3.25,17.06,Medium,YouTube
7924,28,11.33,0.68,4.68,70,9.38,14.9,High,Twitter
7925,27,7.03,0.83,6.25,47,5.54,15.29,Medium,Snapchat
7926,48,9.67,0.72,3.74,16,1.66,88.72,Low,YouTube
7927,48,8.24,6.51,8.05,72,9.97,53.77,Medium,Twitter
7928,44,6.66,2.74,8.07,13,5.36,47.47,High,Twitter
7929,20,1.99,4.2,4.8,29,9.52,70.74,Low,LinkedIn
7930,21,8.07,6.41,3.96,104,4.51,32.66,High,Twitter
7931,46,2.71,4.21,3.42,101,3.02,82.4,Medium,Snapchat
7932,31,5.56,3.72,6.45,29,7.63,20.52,Medium,LinkedIn
7933,46,7.92,0.59,3.55,32,4.89,80.46,Low,Snapchat
7934,40,9.6,4.76,7.08,119,8.93,6.55,Medium,Snapchat
7935,48,8.54,1.44,7.07,53,5.18,16.53,High,LinkedIn
7936,28,8.39,6.23,6.68,56,4.05,89.37,Low,LinkedIn
7937,25,2.64,2.43,8.26,88,9.7,11.79,High,YouTube
7938,39,4.81,5.56,5.27,30,8.47,25.31,Low,YouTube
7939,25,1.47,5.35,8.41,22,2.85,5.23,Low,LinkedIn
7940,46,8.91,5.13,3.22,51,5.4,60.27,Low,Snapchat
7941,28,11.48,2.5,3.68,90,2.02,33.44,Medium,Instagram
7942,18,3.91,2.5,5.47,96,1.97,63.72,Medium,Twitter
7943,49,1.96,6.97,6.56,114,8.68,9.49,Low,LinkedIn
7944,43,6.23,0.6,3.19,53,9.39,40.12,Low,Twitter
7945,34,10.42,1.86,6.4,46,7.65,37.8,Medium,YouTube
7946,38,7.07,5.08,4.84,48,9.9,54.15,Medium,Twitter
7947,47,1.51,6.63,8.32,83,1.41,30.21,High,YouTube
7948,28,11.72,3.19,6.2,55,3.98,98.49,High,LinkedIn
7949,48,10.12,5.4,6.53,91,2.19,32.29,Low,YouTube
7950,49,2.45,4.68,8.67,7,8.04,69.94,Low,Snapchat
7951,48,11.14,0.98,7.59,21,9.01,37.26,High,Snapchat
7952,20,5.96,5.16,5.63,61,5.02,53.83,Low,Snapchat
7953,18,5.09,6.6,5.86,53,8.46,23.44,High,Twitter
7954,22,6.07,7.94,6.89,34,8.63,18.11,High,Twitter
7955,39,10.18,0.72,4.2,118,2.26,97.27,High,Instagram
7956,37,8.25,5.45,3.53,94,4.39,54.55,Medium,Twitter
7957,38,1.65,3.61,4.87,107,2.69,46.62,Low,Instagram
7958,45,11.53,0.57,7.67,87,7.03,64.52,High,LinkedIn
7959,33,2.63,5.11,4.54,14,4.49,23.12,Medium,LinkedIn
7960,47,9.2,1.42,3.78,113,7.01,82.38,Medium,LinkedIn
7961,22,8.0,3.34,4.31,108,8.88,25.58,Low,LinkedIn
7962,48,3.06,2.46,7.07,94,4.71,54.71,High,Twitter
7963,20,2.88,3.21,6.68,4,9.75,13.59,Low,Snapchat
7964,43,10.57,4.2,7.13,85,4.68,57.88,High,Snapchat
7965,23,5.62,3.19,4.93,16,2.92,48.81,High,YouTube
7966,30,8.2,4.65,8.41,91,5.76,28.78,Medium,LinkedIn
7967,19,6.54,2.29,5.71,116,4.59,31.45,High,Snapchat
7968,49,9.0,5.27,6.08,2,2.13,1.97,Medium,Instagram
7969,20,6.27,6.9,8.69,18,1.21,3.7,High,LinkedIn
7970,48,4.16,2.18,8.88,101,7.7,60.48,Low,Instagram
7971,20,5.0,4.31,6.97,90,9.4,72.12,High,Twitter
7972,49,10.45,5.37,8.67,80,4.96,55.14,Medium,LinkedIn
7973,41,6.15,4.73,6.25,95,1.59,9.11,Medium,LinkedIn
7974,16,3.35,3.24,4.84,36,7.67,94.15,Medium,Snapchat
7975,19,11.28,5.32,4.89,20,8.8,71.63,Medium,Twitter
7976,41,9.76,0.71,6.35,100,3.91,24.5,Medium,YouTube
7977,48,1.61,3.27,6.63,50,3.0,67.48,Medium,Instagram
7978,48,11.99,4.49,5.64,53,4.03,12.03,Low,LinkedIn
7979,23,8.64,0.65,8.3,10,9.17,78.16,High,Instagram
7980,35,2.76,4.31,5.56,64,4.76,48.61,Low,LinkedIn
7981,31,3.61,5.41,4.64,29,6.89,41.53,Low,LinkedIn
7982,36,8.62,6.19,3.05,89,1.67,1.91,Low,YouTube
7983,41,9.58,1.35,8.82,108,3.53,65.6,High,Snapchat
7984,38,3.63,7.93,7.95,112,3.05,83.07,Low,Instagram
7985,33,3.83,5.05,6.69,42,1.56,29.54,Medium,Instagram
7986,46,4.38,3.22,7.98,113,2.09,2.17,High,Twitter
7987,27,7.58,2.37,7.86,35,4.75,77.76,Low,Twitter
7988,16,2.89,4.8,8.59,89,6.02,63.93,Low,Snapchat
7989,24,2.15,7.11,5.32,56,3.81,77.91,High,Snapchat
7990,18,8.47,4.4,6.33,105,4.78,54.29,High,Twitter
7991,41,9.57,5.46,3.59,119,7.84,46.63,Medium,Twitter
7992,24,6.51,3.18,8.79,90,3.22,22.72,Medium,Twitter
7993,31,5.0,3.41,8.91,25,1.31,8.8,High,Snapchat
7994,39,5.75,2.65,7.73,106,3.31,47.67,Medium,Twitter
7995,29,5.27,5.79,5.72,81,9.29,86.97,Medium,YouTube
7996,18,11.56,3.19,5.98,96,1.16,6.88,Low,Snapchat
7997,49,9.45,1.93,5.61,99,2.16,98.92,Medium,Twitter
7998,48,3.29,3.27,4.76,100,1.59,94.75,Low,Snapchat
7999,39,5.23,6.9,6.17,97,4.39,64.43,Medium,YouTube
8000,24,6.98,6.04,3.32,59,6.83,91.51,Low,Instagram
8001,28,7.74,3.01,8.95,89,9.19,55.8,Medium,Twitter
8002,17,6.15,7.3,5.54,21,8.15,41.05,Medium,YouTube
8003,22,9.91,1.06,8.56,23,3.26,57.6,Medium,LinkedIn
8004,36,9.44,0.87,7.35,11,6.71,87.78,Low,Snapchat
8005,34,6.56,1.46,4.74,74,6.97,95.79,High,Instagram
8006,40,10.4,1.37,4.33,59,1.81,83.97,Medium,LinkedIn
8007,37,9.26,1.16,8.97,20,4.84,18.79,Medium,Twitter
8008,26,9.56,5.46,7.63,79,3.8,59.58,High,LinkedIn
8009,48,11.52,5.01,4.5,35,2.41,45.03,Low,Twitter
8010,47,3.93,5.36,3.4,6,1.53,48.65,Medium,YouTube
8011,36,3.94,5.66,7.18,60,1.24,43.4,Low,YouTube
8012,35,10.78,6.18,4.82,52,8.73,7.69,Medium,Instagram
8013,23,9.49,2.05,4.33,27,3.98,84.74,Low,LinkedIn
8014,24,11.19,5.17,7.41,23,5.44,97.86,Low,Snapchat
8015,40,1.69,4.85,7.08,118,3.62,21.76,High,YouTube
8016,40,7.91,7.58,5.89,52,2.49,62.57,Low,YouTube
8017,48,2.59,2.24,8.66,12,3.35,54.12,Medium,Twitter
8018,17,6.54,0.94,7.08,77,2.53,89.75,High,Instagram
8019,34,2.71,5.4,8.36,106,7.82,70.71,High,Instagram
8020,35,2.41,6.05,4.14,94,9.17,75.22,Low,Twitter
8021,44,1.13,2.62,4.78,71,4.91,95.24,Low,Snapchat
8022,21,7.93,4.78,3.63,0,8.41,66.68,Medium,YouTube
8023,32,4.95,0.95,4.83,103,4.83,45.9,High,Instagram
8024,40,2.16,7.7,8.83,114,5.02,6.14,High,Twitter
8025,19,4.55,1.32,8.78,80,5.37,90.73,High,LinkedIn
8026,45,2.86,1.01,7.56,40,8.38,59.38,Low,Instagram
8027,35,11.36,0.83,6.13,58,9.43,68.55,Medium,YouTube
8028,18,4.52,3.7,7.68,12,7.7,51.02,Medium,YouTube
8029,38,4.67,1.23,6.32,53,9.0,39.97,High,YouTube
8030,33,10.24,6.08,3.02,46,6.78,50.88,Low,LinkedIn
8031,41,8.13,7.24,6.01,26,8.55,5.8,Medium,LinkedIn
8032,23,8.81,2.45,6.59,76,6.01,79.99,Medium,YouTube
8033,32,8.0,5.22,4.59,39,7.95,16.64,Low,Twitter
8034,46,11.41,0.82,4.22,90,7.35,33.93,Medium,Twitter
8035,48,3.28,3.4,4.64,31,7.74,9.61,High,YouTube
8036,42,11.88,2.7,6.74,57,3.11,82.17,Low,Twitter
8037,19,10.14,2.21,3.88,75,2.38,17.67,High,Snapchat
8038,37,7.48,5.34,7.32,42,6.88,40.49,High,YouTube
8039,41,8.29,1.48,5.54,51,5.35,42.13,Low,Instagram
8040,47,8.14,6.96,5.12,76,7.88,32.33,Medium,Snapchat
8041,39,1.64,5.49,7.84,79,2.32,86.15,High,Snapchat
8042,47,3.4,5.83,6.04,33,9.53,77.41,Medium,Twitter
8043,22,11.58,7.52,5.27,5,7.34,74.62,Medium,Snapchat
8044,48,6.88,7.57,8.27,47,1.21,23.29,Medium,LinkedIn
8045,46,5.16,4.64,5.21,17,6.19,19.76,Medium,Twitter
8046,27,9.38,4.22,8.15,80,3.81,25.41,Medium,Twitter
8047,26,6.77,3.02,6.03,110,3.47,39.23,Low,LinkedIn
8048,39,1.14,5.87,4.25,38,9.12,48.4,Medium,Snapchat
8049,23,9.1,4.54,6.68,77,8.52,25.77,Medium,Twitter
8050,47,9.05,7.5,4.71,6,1.09,46.32,High,Twitter
8051,37,2.82,2.29,3.88,5,2.64,19.25,Low,Instagram
8052,49,11.52,2.83,3.52,75,7.48,27.63,Medium,Twitter
8053,34,3.46,2.87,4.45,97,8.63,26.81,Medium,Twitter
8054,35,6.04,6.54,7.42,52,7.46,72.98,High,LinkedIn
8055,29,2.26,1.24,8.03,0,5.73,46.39,Low,Twitter
8056,48,7.64,3.92,8.17,113,9.86,61.91,Low,Twitter
8057,25,5.13,3.71,4.62,28,8.18,67.26,High,Snapchat
8058,31,4.88,1.05,6.97,91,5.21,7.78,Low,Twitter
8059,19,10.1,3.58,4.38,68,6.25,79.69,Low,YouTube
8060,42,1.11,4.35,6.74,84,1.4,29.11,Medium,YouTube
8061,43,9.78,0.99,8.32,102,9.68,51.47,High,Instagram
8062,31,7.29,4.32,3.25,110,4.26,34.5,High,YouTube
8063,48,11.85,7.69,8.91,116,6.95,77.59,Low,YouTube
8064,34,7.48,7.84,7.96,101,7.0,23.6,Medium,LinkedIn
8065,36,1.61,4.49,7.57,97,1.51,96.41,Low,LinkedIn
8066,37,1.56,4.36,7.15,84,3.39,40.61,Medium,Instagram
8067,24,10.71,2.64,7.62,87,6.91,71.45,Low,LinkedIn
8068,24,10.25,7.98,8.97,48,9.21,64.5,Low,Twitter
8069,24,4.8,2.56,7.62,58,8.01,74.52,High,Instagram
8070,42,7.8,3.9,5.11,12,6.22,55.56,Low,Twitter
8071,32,6.39,0.52,6.68,44,3.09,39.0,Low,Snapchat
8072,23,11.64,3.12,5.02,45,9.54,18.78,High,LinkedIn
8073,31,11.45,1.04,8.82,22,4.63,52.42,Medium,Twitter
8074,33,11.82,6.08,8.4,31,2.35,7.02,Low,Snapchat
8075,48,10.53,4.71,6.41,71,1.19,6.82,Low,LinkedIn
8076,16,11.01,4.79,7.69,110,9.55,61.73,High,LinkedIn
8077,27,3.39,2.65,8.46,74,8.0,48.57,Medium,Instagram
8078,21,10.14,6.61,4.46,12,2.95,51.1,Low,YouTube
8079,20,8.8,0.52,6.48,52,2.28,32.55,Low,YouTube
8080,31,11.59,3.0,5.89,19,9.64,79.27,High,Twitter
8081,33,7.28,5.45,7.63,0,3.17,20.92,Medium,Instagram
8082,33,1.94,7.31,5.27,56,5.16,59.03,Low,YouTube
8083,16,7.57,2.26,7.25,65,6.5,86.19,High,Twitter
8084,34,8.55,4.56,5.42,10,1.56,83.57,High,Twitter
8085,23,3.42,4.53,3.67,45,4.1,3.83,High,YouTube
8086,18,5.34,7.06,3.64,29,9.49,28.62,Medium,Snapchat
8087,40,7.58,0.88,3.71,68,7.3,71.76,High,Twitter
8088,20,5.12,3.68,3.2,6,4.31,74.33,Low,YouTube
8089,34,5.12,1.87,6.2,23,8.13,48.79,Low,Snapchat
8090,33,2.46,0.66,7.03,94,8.53,21.05,Medium,YouTube
8091,46,11.35,1.6,3.76,47,2.37,28.62,Low,Twitter
8092,48,9.26,7.82,6.67,93,6.28,80.29,Medium,Snapchat
8093,33,1.01,2.11,6.59,42,4.3,20.02,Low,Twitter
8094,31,9.42,7.51,3.88,78,5.56,94.29,High,YouTube
8095,31,9.14,2.04,5.42,35,5.22,50.59,Low,Instagram
8096,22,1.11,7.48,7.53,73,5.53,29.06,High,Instagram
8097,29,5.07,5.41,3.1,0,5.7,39.57,Medium,YouTube
8098,40,7.67,1.35,3.88,6,1.62,26.39,High,LinkedIn
8099,47,5.98,4.86,8.97,43,2.6,39.05,High,Snapchat
8100,37,9.56,2.89,7.4,60,6.1,13.95,Low,Instagram
8101,31,5.68,3.37,5.78,25,9.42,82.49,Medium,YouTube
8102,44,2.69,3.8,6.78,106,7.72,96.4,Low,LinkedIn
8103,31,11.74,3.67,8.08,106,3.15,66.25,Medium,Twitter
8104,27,3.66,5.48,8.05,112,4.26,81.05,High,Twitter
8105,32,8.89,6.26,4.95,29,4.02,23.58,Medium,Twitter
8106,42,2.57,2.97,5.95,0,7.93,7.21,Medium,YouTube
8107,40,4.62,7.43,6.83,62,9.75,63.08,Medium,Snapchat
8108,28,5.86,7.54,3.43,14,4.2,81.94,Low,YouTube
8109,23,3.11,0.81,8.67,62,1.13,83.6,High,LinkedIn
8110,20,5.95,0.61,5.6,54,9.43,53.74,High,Snapchat
8111,27,2.73,3.69,5.23,56,7.78,62.59,Low,Twitter
8112,18,7.15,4.93,8.44,116,8.51,37.46,Medium,Instagram
8113,48,8.3,2.58,3.71,19,2.88,83.24,High,Instagram
8114,37,1.69,2.45,3.24,21,6.81,70.06,High,Instagram
8115,24,10.58,5.59,7.11,88,3.09,19.4,High,LinkedIn
8116,33,3.04,5.01,5.31,49,1.1,28.66,Medium,Twitter
8117,44,3.48,1.75,7.59,116,2.41,16.03,Low,Instagram
8118,42,8.27,7.13,3.41,35,9.31,51.07,Low,Snapchat
8119,32,6.16,5.6,5.3,114,2.94,21.02,High,Instagram
8120,49,6.49,3.22,4.41,36,6.27,16.72,Medium,LinkedIn
8121,18,2.41,5.63,7.44,45,9.71,16.88,High,Instagram
8122,20,9.86,1.34,4.36,118,1.68,27.32,Low,LinkedIn
8123,29,7.79,4.01,5.75,108,8.27,81.09,Medium,LinkedIn
8124,18,2.49,1.77,7.91,26,6.38,93.89,Low,Snapchat
8125,38,5.11,0.81,8.49,18,3.91,99.59,High,LinkedIn
8126,45,9.91,3.04,7.34,82,4.28,4.99,Low,YouTube
8127,38,7.25,1.63,5.58,15,1.24,57.32,Medium,Twitter
8128,42,2.2,5.25,6.43,53,3.3,27.38,Medium,LinkedIn
8129,25,5.1,5.56,7.14,84,4.81,98.9,Medium,YouTube
8130,40,3.67,1.62,8.25,114,7.45,98.45,Low,YouTube
8131,28,6.69,0.68,8.33,96,3.47,93.48,Medium,Instagram
8132,31,10.28,6.45,8.59,105,6.22,2.41,Low,Snapchat
8133,49,5.8,0.52,7.86,94,7.59,16.3,Medium,Instagram
8134,37,5.77,3.08,3.88,33,7.29,55.69,Low,Snapchat
8135,32,10.96,4.21,7.49,78,6.31,19.54,Low,Instagram
8136,38,7.34,6.64,7.89,50,6.22,85.63,Low,Instagram
8137,24,7.23,6.79,8.27,35,7.49,70.27,Medium,YouTube
8138,17,3.88,5.94,8.55,52,4.02,19.22,Low,Twitter
8139,47,7.68,2.35,6.05,89,5.05,82.02,Medium,YouTube
8140,37,7.34,5.9,6.93,93,9.7,50.33,High,Instagram
8141,28,5.37,2.35,3.06,61,7.02,71.26,Medium,Twitter
8142,23,11.9,2.11,6.44,30,5.68,14.84,High,Instagram
8143,16,10.7,4.6,5.84,88,6.2,52.27,Medium,Instagram
8144,32,9.25,5.59,8.77,3,1.94,77.86,High,Twitter
8145,27,6.91,0.9,8.41,11,6.33,35.21,Low,YouTube
8146,19,6.08,0.95,7.79,52,8.53,19.5,High,LinkedIn
8147,28,3.03,6.38,3.34,60,5.71,64.31,High,Instagram
8148,46,4.36,6.95,5.41,18,2.59,64.76,Low,LinkedIn
8149,22,9.51,5.03,7.18,118,5.03,21.23,High,YouTube
8150,38,5.99,3.72,3.18,55,3.5,7.87,Medium,LinkedIn
8151,39,10.7,6.84,4.41,8,4.24,17.48,Medium,YouTube
8152,20,2.63,5.97,8.33,24,3.03,28.28,High,LinkedIn
8153,20,6.59,4.85,3.78,53,4.01,4.59,High,LinkedIn
8154,32,8.12,2.9,3.31,111,8.4,92.35,Medium,Instagram
8155,45,6.69,1.98,6.48,46,7.82,23.82,Medium,Twitter
8156,24,10.78,3.64,8.68,40,5.41,74.15,High,Twitter
8157,21,11.89,2.65,8.01,50,8.04,42.05,Low,YouTube
8158,40,2.27,3.04,8.85,49,9.78,50.7,Low,Instagram
8159,34,2.43,4.37,7.52,116,4.66,54.16,Medium,LinkedIn
8160,31,2.43,1.77,5.62,6,9.82,77.51,Low,YouTube
8161,36,8.49,6.55,8.68,26,3.21,79.0,High,Twitter
8162,17,5.1,1.59,5.56,47,9.59,14.99,Medium,LinkedIn
8163,25,9.07,4.11,5.1,110,8.78,31.03,Low,Instagram
8164,31,5.46,6.09,5.69,54,2.79,57.73,Low,YouTube
8165,30,7.9,4.14,7.88,62,4.15,33.71,Low,Snapchat
8166,28,9.47,3.21,8.51,106,7.37,14.15,Medium,Instagram
8167,28,7.03,4.06,5.15,5,2.72,41.43,High,YouTube
8168,47,6.93,6.87,5.77,34,6.32,22.62,High,LinkedIn
8169,23,1.97,7.93,8.39,31,5.81,15.2,Medium,YouTube
8170,33,5.52,5.23,3.28,77,3.63,31.1,Low,Instagram
8171,41,7.0,6.45,7.7,5,3.7,30.67,High,Twitter
8172,25,6.08,0.61,5.73,62,5.65,10.62,Low,Twitter
8173,46,10.91,7.1,5.26,112,3.7,58.83,High,Instagram
8174,48,10.97,7.66,5.68,114,2.62,32.12,High,LinkedIn
8175,44,10.04,4.81,5.51,17,7.96,18.16,High,Twitter
8176,20,5.13,6.15,7.54,30,6.24,82.04,Low,Snapchat
8177,28,8.89,4.35,8.57,51,4.94,1.25,Low,Snapchat
8178,16,5.35,2.65,5.95,15,2.63,45.97,Low,Snapchat
8179,38,3.56,6.89,8.0,55,6.35,44.06,Low,YouTube
8180,18,4.77,4.98,7.39,66,6.66,67.44,Low,LinkedIn
8181,18,1.78,4.85,4.98,94,5.32,39.55,Medium,LinkedIn
8182,22,4.65,5.44,6.52,101,4.35,51.76,High,Twitter
8183,30,6.07,6.92,7.0,61,8.81,90.94,High,Instagram
8184,18,11.51,5.99,3.14,80,7.34,17.66,Medium,Snapchat
8185,44,4.45,2.08,5.38,51,4.21,11.45,High,Snapchat
8186,45,10.93,4.0,8.96,4,6.34,74.93,Medium,Instagram
8187,33,3.52,7.85,6.82,52,3.1,74.55,Medium,Instagram
8188,26,3.1,4.66,5.01,79,1.1,92.04,Medium,Snapchat
8189,16,6.71,7.54,4.5,16,8.82,98.33,High,Instagram
8190,44,8.4,6.6,4.26,30,8.37,39.05,Medium,YouTube
8191,25,1.49,5.5,5.41,15,6.75,38.37,High,Twitter
8192,43,3.43,3.12,4.16,56,8.3,90.56,Low,YouTube
8193,46,6.01,2.78,3.81,20,8.03,86.21,Low,Snapchat
8194,34,4.64,5.33,5.18,40,8.74,38.17,Medium,Twitter
8195,18,8.84,3.74,6.64,38,9.03,8.55,Medium,Twitter
8196,30,6.62,6.49,3.88,36,8.37,58.54,Low,Twitter
8197,48,2.76,6.2,3.27,40,8.67,27.6,Low,LinkedIn
8198,41,10.84,2.84,3.21,52,5.52,90.95,Low,LinkedIn
8199,31,4.22,5.77,4.6,73,7.37,80.81,Medium,Twitter
8200,48,9.04,4.21,4.14,31,4.0,90.2,Low,LinkedIn
8201,35,9.58,2.92,6.24,24,8.75,9.01,Medium,YouTube
8202,28,11.59,3.6,5.73,52,8.73,86.6,Medium,Snapchat
8203,48,6.48,7.22,4.95,63,1.6,59.72,Medium,Snapchat
8204,20,7.77,3.2,8.0,32,4.12,22.33,High,Snapchat
8205,29,4.68,2.66,6.03,102,2.54,30.82,Medium,Instagram
8206,42,8.46,3.14,3.55,116,2.22,46.21,Low,YouTube
8207,38,6.1,2.11,4.77,100,4.73,63.14,Low,Snapchat
8208,29,5.81,4.58,8.84,101,6.63,24.04,Medium,Snapchat
8209,19,10.41,1.61,8.86,37,4.09,21.5,High,Snapchat
8210,34,1.55,6.63,4.53,118,3.78,89.32,High,Snapchat
8211,19,10.7,2.19,4.0,91,1.85,84.68,Medium,LinkedIn
8212,45,10.37,4.99,5.97,78,4.45,76.91,High,LinkedIn
8213,34,6.57,1.44,5.89,7,5.24,76.33,Medium,YouTube
8214,46,6.39,7.84,5.46,0,4.59,76.83,Low,YouTube
8215,46,4.98,3.91,6.18,73,7.12,92.49,High,Snapchat
8216,24,11.94,6.67,4.39,58,3.59,84.53,Medium,Snapchat
8217,28,2.22,6.26,3.69,34,7.44,39.47,High,Snapchat
8218,29,7.49,5.85,6.42,117,8.94,47.66,High,Instagram
8219,25,8.5,6.71,8.6,111,6.32,60.85,High,Twitter
8220,46,11.28,1.25,3.83,96,4.5,48.08,Low,LinkedIn
8221,38,9.58,5.59,7.23,15,2.62,30.4,Low,Snapchat
8222,42,8.08,2.49,5.63,13,9.39,86.25,High,Instagram
8223,21,2.28,6.39,4.76,4,7.77,80.54,Low,Instagram
8224,41,5.11,7.68,8.12,79,3.22,39.6,Low,Instagram
8225,17,2.53,7.26,5.74,20,2.36,12.35,High,LinkedIn
8226,28,10.69,1.36,6.5,57,1.44,1.48,High,Twitter
8227,34,9.25,3.27,5.66,56,2.71,10.15,High,Snapchat
8228,16,9.33,3.23,3.49,10,7.59,16.32,Medium,Snapchat
8229,47,8.17,1.42,6.57,113,6.67,66.12,Low,Twitter
8230,37,6.58,1.24,5.51,70,9.71,22.74,Medium,LinkedIn
8231,44,2.65,3.39,3.52,7,3.9,63.85,Medium,Instagram
8232,17,4.63,7.94,6.57,80,8.08,33.5,Medium,Snapchat
8233,26,2.51,4.77,3.06,93,2.08,89.61,Low,Instagram
8234,32,8.97,5.16,4.25,13,6.06,47.44,High,Twitter
8235,23,2.76,4.03,7.69,48,5.2,67.61,Low,Snapchat
8236,37,8.72,5.47,3.23,107,8.54,46.63,High,Snapchat
8237,19,8.61,7.67,6.88,113,7.31,91.34,Medium,Snapchat
8238,26,6.05,4.92,8.7,32,2.75,69.05,Medium,YouTube
8239,23,2.49,0.99,4.03,23,9.85,64.57,Medium,Twitter
8240,24,4.46,4.2,5.5,70,8.41,59.64,Medium,Twitter
8241,41,4.52,7.95,6.45,37,4.19,98.87,Medium,Instagram
8242,17,8.7,3.41,5.7,78,8.43,68.79,High,LinkedIn
8243,31,2.25,4.95,6.72,49,9.61,75.66,Medium,Snapchat
8244,46,10.12,1.3,5.42,106,9.01,9.09,Medium,Snapchat
8245,21,9.37,1.56,3.89,88,6.01,81.61,High,Snapchat
8246,36,3.05,7.06,3.53,63,6.19,60.07,Low,Twitter
8247,41,8.91,2.75,7.47,80,1.96,34.33,Medium,Snapchat
8248,34,8.35,2.79,4.43,96,2.48,58.59,High,Twitter
8249,43,9.23,3.4,8.08,1,9.84,62.93,Medium,LinkedIn
8250,23,3.08,7.75,7.46,38,7.93,26.76,High,LinkedIn
8251,29,2.73,1.13,3.3,73,1.23,44.27,Low,Twitter
8252,39,3.6,6.64,4.21,13,5.93,72.41,Medium,Snapchat
